dm_algo,best,random
0.2719780701754386,0.16730769230769235,0.015384615384615385
0.14710497835497832,0.056666666666666664,0.016666666666666666
0.05476190476190477,0.019047619047619046,0.0047619047619047615
0.3978728070175439,0.23500000000000001,0.01
0.398280747030747,0.16923076923076927,0.015384615384615385
